record_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,fn,fp,churn,complaint_label,tariff_label,status_label,churn_label,tenure_band,call_activity_band,sms_activity_band,retention_priority_score,retention_priority
2869,0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
2873,26,1,30,0,1260,47,15,18,2,1,2,25,126.315,113.6835,62.6315,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2877,12,1,32,0,3295,41,8,17,3,1,2,30,165.44,148.896,66.544,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
2879,3,0,33,0,438,2,0,3,3,1,2,30,17.6,15.84,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,No SMS,7,High
2882,3,0,33,0,933,7,8,5,4,1,2,45,43.5,39.15,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
2891,14,0,24,0,1005,25,9,8,2,1,2,25,86.85,78.165,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
2892,3,0,23,0,1130,10,20,4,4,1,2,45,78.5,70.65,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
2902,7,0,46,0,623,17,22,7,3,1,2,30,113.6,102.24,61.36,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2919,7,0,44,0,305,12,15,3,3,1,2,30,72.68,65.412,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2923,30,1,40,0,1260,59,31,20,3,1,2,30,176.76,159.084,67.676,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2927,16,1,42,0,3295,53,24,19,3,1,2,30,229.92,206.928,72.992,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
2928,16,1,43,0,2573,56,49,34,4,1,2,45,188.225,169.4025,68.8225,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2929,7,0,43,0,438,14,15,5,3,1,2,30,78.08,70.272,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2932,7,0,43,0,933,19,24,7,4,1,2,45,83.8,75.42,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2952,11,0,42,0,1333,22,22,6,3,1,2,30,142.2,127.98,64.22,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
2969,11,0,40,0,1015,17,15,2,3,1,2,30,101.28,91.152,60.128,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2977,20,1,38,0,4005,58,24,18,3,1,2,30,258.52,232.668,75.852,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
2978,20,1,39,0,3283,61,49,33,4,1,2,45,206.1,185.49,70.61,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
2979,11,0,39,0,1148,19,15,4,3,1,2,30,106.68,96.012,60.668,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2982,11,0,39,0,1643,24,24,6,4,1,2,45,101.675,91.5075,60.1675,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
2991,22,1,30,0,1715,42,25,9,3,1,2,30,170.28,153.252,67.028,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
3002,0,0,40,0,0,0,0,0,3,1,2,30,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,No calls,No SMS,7,High
3017,0,0,38,0,470,9,0,13,2,1,2,25,21.555,19.3995,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,No SMS,7,High
3018,1,0,39,0,305,9,0,10,3,1,2,30,12.56,11.304,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,No SMS,7,High
3019,0,0,38,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,No SMS,7,High
3027,8,1,36,0,2585,36,0,18,3,1,2,30,104.84,94.356,60.484,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,No SMS,8,High
3029,0,0,37,0,0,0,0,0,3,1,2,30,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,No SMS,7,High
3032,0,0,37,0,223,2,0,6,4,1,2,45,5.625,5.0625,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,No SMS,7,High
3041,10,0,28,0,295,20,0,9,3,1,2,30,12.6,11.34,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
3042,0,0,27,0,420,5,3,5,4,1,2,45,18.125,16.3125,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
3050,2,1,10,1,1082,14,0,9,3,1,1,30,43.84,39.456,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,No SMS,8,High
3052,5,0,41,0,623,11,14,6,3,1,2,30,81.36,73.224,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
3067,5,0,39,0,1180,20,7,13,2,1,2,25,85.5,76.95,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
3068,7,0,40,0,1015,20,20,10,3,1,2,30,121.4,109.26,62.14,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
3069,5,0,39,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
3073,28,1,35,0,1260,53,23,19,3,1,2,30,144.52,130.068,64.452,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
3077,14,1,37,0,3295,47,16,18,3,1,2,30,197.68,177.912,69.768,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
3079,5,0,38,0,438,8,7,4,3,1,2,30,45.84,41.256,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
3082,5,0,38,0,933,13,16,6,4,1,2,45,63.65,57.285,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
3100,8,1,11,2,1792,25,7,9,3,1,1,30,100.68,90.612,60.068,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
3102,5,0,41,0,623,11,14,6,3,1,2,30,81.36,73.224,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
3117,5,0,39,0,1180,20,7,13,2,1,2,25,85.5,76.95,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
3118,7,0,40,0,1015,20,20,10,3,1,2,30,121.4,109.26,62.14,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
3119,5,0,39,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
3123,28,1,35,0,1260,53,23,19,3,1,2,30,144.52,130.068,64.452,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
3127,14,1,37,0,3295,47,16,18,3,1,2,30,197.68,177.912,69.768,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
3128,14,1,38,0,2573,50,41,33,4,1,2,45,168.075,151.2675,66.8075,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
3129,5,0,38,0,438,8,7,4,3,1,2,30,45.84,41.256,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
3132,5,1,38,0,933,13,16,6,4,1,2,45,63.65,57.285,60,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,10,High
3150,8,1,11,2,1792,25,7,9,3,1,1,30,100.68,90.612,60.068,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
